Rule 849:
If type Answer AND type Scale Type, then answer scale_ type ?b.

Formal Rule:
Head: ?a  hasAnswerScale_Type  ?b
Body: ?a  type  Answer  ?b  type  Scale_Type

Real Instances from Knowledge Graph (1092 found):

10030106 has answer scale_ type Ordinal, 10030106 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30110002, 30110002 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100110 has answer scale_ type Ordinal, 10100110 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10100110, 10100110 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100110, 10100110 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100110, 10100110 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30160005, 30160005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30160005 has answer scale_ type Nominal, 30160005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30160005, 30160005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30160005, 30160005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020109 has answer scale_ type Ordinal, 10020109 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10020109, 10020109 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020109, 10020109 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020109, 10020109 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030108 has answer scale_ type Ordinal, 10030108 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10030108, 10030108 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030108, 10030108 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030108, 10030108 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100105 has answer scale_ type Ordinal, 10100105 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10100105, 10100105 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100105, 10100105 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100105, 10100105 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040006, 30040006 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040006, 30040006 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040006 has answer scale_ type NullAnswer, 30040006 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30040006, 30040006 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010203 has answer scale_ type Ordinal, 20010203 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010203, 20010203 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010203, 20010203 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010203, 20010203 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040109 has answer scale_ type Ordinal, 10040109 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10040109, 10040109 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040109, 10040109 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040109, 10040109 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10080101, 10080101 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10080101, 10080101 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10080101, 10080101 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10080101 has answer scale_ type Textual, 10080101 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010403 has answer scale_ type Ordinal, 20010403 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010403, 20010403 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010403, 20010403 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010403, 20010403 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010206, 20010206 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010206, 20010206 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010206 has answer scale_ type NullAnswer, 20010206 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010206, 20010206 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040005, 30040005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040005 has answer scale_ type Nominal, 30040005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30040005, 30040005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040005, 30040005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010806, 20010806 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010806, 20010806 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010806 has answer scale_ type NullAnswer, 20010806 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010806, 20010806 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30250006, 30250006 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30250006, 30250006 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30250006 has answer scale_ type NullAnswer, 30250006 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30250006, 30250006 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30140004, 30140004 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30140004 has answer scale_ type Nominal, 30140004 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30140004, 30140004 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30140004, 30140004 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30230005, 30230005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30230005 has answer scale_ type Nominal, 30230005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30230005, 30230005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30230005, 30230005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010406, 20010406 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010406, 20010406 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010406 has answer scale_ type NullAnswer, 20010406 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010406, 20010406 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30260101, 30260101 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30260101, 30260101 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30260101, 30260101 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30260101 has answer scale_ type Textual, 30260101 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30070005, 30070005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30070005 has answer scale_ type Nominal, 30070005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30070005, 30070005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30070005, 30070005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10050003, 10050003 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10050003 has answer scale_ type Nominal, 10050003 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10050003, 10050003 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10050003, 10050003 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10050001, 10050001 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10050001 has answer scale_ type Nominal, 10050001 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10050001, 10050001 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10050001, 10050001 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030104 has answer scale_ type Ordinal, 10030104 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10030104, 10030104 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030104, 10030104 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030104, 10030104 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30200005, 30200005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30200005 has answer scale_ type Nominal, 30200005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30200005, 30200005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30200005, 30200005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30240003, 30240003 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30240003 has answer scale_ type Nominal, 30240003 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30240003, 30240003 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30240003, 30240003 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010405 has answer scale_ type Ordinal, 20010405 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010405, 20010405 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010405, 20010405 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010405, 20010405 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30010005, 30010005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30010005 has answer scale_ type Nominal, 30010005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30010005, 30010005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30010005, 30010005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020106 has answer scale_ type Ordinal, 10020106 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10020106, 10020106 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020106, 10020106 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020106, 10020106 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100104 has answer scale_ type Ordinal, 10100104 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10100104, 10100104 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100104, 10100104 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100104, 10100104 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020107 has answer scale_ type Ordinal, 10020107 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10020107, 10020107 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020107, 10020107 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020107, 10020107 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30140007, 30140007 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30140007, 30140007 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30140007 has answer scale_ type NullAnswer, 30140007 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30140007, 30140007 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30150004, 30150004 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30150004 has answer scale_ type Nominal, 30150004 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30150004, 30150004 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30150004, 30150004 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130004, 30130004 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130004 has answer scale_ type Nominal, 30130004 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30130004, 30130004 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130004, 30130004 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130001, 30130001 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130001 has answer scale_ type Nominal, 30130001 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30130001, 30130001 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130001, 30130001 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060108 has answer scale_ type Ordinal, 10060108 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10060108, 10060108 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060108, 10060108 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060108, 10060108 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30100002, 30100002 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30100002 has answer scale_ type Nominal, 30100002 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30100002, 30100002 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30100002, 30100002 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130006, 30130006 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130006 has answer scale_ type Nominal, 30130006 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30130006, 30130006 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130006, 30130006 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30100005, 30100005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30100005 has answer scale_ type Nominal, 30100005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30100005, 30100005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30100005, 30100005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10080102, 10080102 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10080102, 10080102 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10080102 has answer scale_ type NullAnswer, 10080102 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10080102, 10080102 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010706, 20010706 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010706, 20010706 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010706 has answer scale_ type NullAnswer, 20010706 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010706, 20010706 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30110005, 30110005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30110005 has answer scale_ type Nominal, 30110005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30110005, 30110005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30110005, 30110005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060101 has answer scale_ type Ordinal, 10060101 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10060101, 10060101 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060101, 10060101 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060101, 10060101 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30230002, 30230002 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30230002 has answer scale_ type Nominal, 30230002 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30230002, 30230002 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30230002, 30230002 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30090005, 30090005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30090005 has answer scale_ type Nominal, 30090005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30090005, 30090005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30090005, 30090005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30120004, 30120004 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30120004 has answer scale_ type Nominal, 30120004 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30120004, 30120004 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30120004, 30120004 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30180003, 30180003 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30180003 has answer scale_ type Nominal, 30180003 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30180003, 30180003 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30180003, 30180003 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20011005 has answer scale_ type Ordinal, 20011005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20011005, 20011005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20011005, 20011005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20011005, 20011005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30020004, 30020004 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30020004 has answer scale_ type Nominal, 30020004 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30020004, 30020004 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30020004, 30020004 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060105 has answer scale_ type Ordinal, 10060105 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10060105, 10060105 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
